name;price;volatility;drift
DISCA;52,97336165;0,925030972;0,922236014
DISCK;98,15625034;0,414975827;0,974840117
DISH;46,52510073;0,362464967;0,731456735
DIS;86,09226022;0,307625769;0,630463434
DLR;28,78981347;0,59192074;0,077916311
DLTR;39,72187352;0,318183166;0,101304049
DOV;14,70701056;0,23746886;0,681458878
DPS;35,68035766;0,464033319;0,686619172
DRE;40,3154353;0,117148184;0,374099304
DRI;53,53113764;0,510517372;0,047452389
DTE;30,73576114;0,38593993;0,995560966
DUK;32,55936072;0,425366279;0,130209115
DVA;18,3143482;0,230525158;0,644911778
DVN;64,49812785;0,656101318;0,959232706
DWDP;70,79877023;0,029046455;0,999644506
DXC;18,65792687;0,467271622;0,076397669
D;35,11938352;0,992175027;0,175213455
EA;66,21297411;0,260037368;0,454024934
EBAY;92,50256368;0,469973654;0,922827442
ECL;10,70519915;0,994007749;0,791351751
ED;80,18942814;0,48650368;0,679777425
EFX;34,24402401;0,708306401;0,743598134
EIX;87,13852689;0,345806713;0,236127606
EL;29,94733476;0,640280391;0,592537725
EMN;20,23761967;0,123839317;0,330488088
EMR;59,21379782;0,420244173;0,328918893
EOG;0,843728176;0,118258181;0,142234069
EQIX;1,838154899;0,280764409;0,40463457
EQR;99,99277947;0,014214408;0,455425226
EQT;58,49885301;0,102588889;0,165220689
ESRX;84,85692263;0,873096795;0,360969447
ESS;30,2374828;0,3535065;0,091733954
ES;1,970915028;0,656732271;0,398342803
ETFC;48,20081459;0,0455829;0,788636348
ETN;31,40287131;0,533470755;0,176816133
ETR;58,93114227;0,898845722;0,52412412
EVHC;50,302814;0,285539468;0,181565626
EW;89,64248576;0,533236102;0,736042082
EXC;17,7313867;0,403049537;0,322800822
EXPD;56,7655125;0,258458902;0,910345155
EXPE;48,12777419;0,150533163;0,826637115
EXR;81,70968596;0,102281409;0,163039789
FAST;48,03132862;0,815587396;0,776441206
FBHS;28,55955739;0,577369355;0,603843655
FB;79,41057557;0,617213752;0,892831966
FCX;44,93782994;0,86579734;0,286162971
FDX;55,08976759;0,048671416;0,425515577
FE;75,03136645;0,485935254;0,710485129
FFIV;42,68326019;0,529740582;0,306467408
FISV;50,42139073;0,650651229;0,871658892
FIS;27,44596457;0,275695885;0,114888989
FITB;66,37955185;0,42223914;0,147768452
FLIR;62,83157512;0,48017054;0,700929097
FLR;39,80223936;0,436479176;0,961200237
FLS;99,09086043;0,960080569;0,814874587
FL;4,214080604;0,46969327;0,138908217
FMC;13,11988321;0,235409076;0,63835862
FOXA;64,03570471;0,437939603;0,624792571
FOX;20,12316452;0,881357366;0,929350294
FRT;68,0117361;0,75714026;0,714142519
FTI;60,47563983;0,361975294;0,89742303
FTV;57,27749931;0,513965225;0,214187423
F;64,3430972;0,955174565;0,215836717
GD;47,44804345;0,742717305;0,906196271
GE;70,90603356;0,037294756;0,785146325
GGP;56,10135862;0,702648884;0,346173104
GILD;9,713454509;0,581227687;0,629787882
GIS;43,58672758;0,445034433;0,741660758
GLW;20,01351469;0,194823979;0,988723524
GM;78,55536827;0,495581821;0,652992131
GOOGL;3,987365151;0,513804004;0,239123609
GOOG;45,04749793;0,053611355;0,133319868
GPC;56,21495977;0,487546551;0,497914099
GPN;41,18204925;0,456155431;0,362318678
GPS;82,98341118;0,776084143;0,724134714
GRMN;0,769958488;0,433971262;0,34822894
GS;63,79104786;0,015652039;0,690974666
GT;12,02731516;0,043059718;0,812161094
GWW;84,05747674;0,685498936;0,823280463
HAL;74,77965168;0,113483767;0,922020154
HAS;65,03138039;0,650487952;0,437283226
HBAN;78,50171488;0,087543075;0,205761048
HBI;43,92396789;0,662727867;0,389645402
HCA;31,76859767;0,16280791;0,354303515
HCN;4,923432456;0,792070422;0,671640707
HCP;74,27662166;0,022807435;0,089539324
HD;22,32068787;0,380431278;0,30534239
HES;47,6342739;0,636144031;0,640332126
HIG;38,39699963;0,739503758;0,443014271
HII;24,51773282;0,269440639;0,948562644
HLT;58,2993621;0,443406117;0,929312813
HOG;62,45860895;0,19838065;0,943549104
HOLX;93,07990584;0,291000512;0,292258507
HON;84,57813605;0,241312844;0,661556196
HPE;46,40026891;0,682287807;0,725650832
HPQ;82,49088222;0,33355771;0,556357154
HP;51,2654882;0,29964414;0,813684479
HRB;61,84157562;0,280359466;0,264374281
HRL;43,19141162;0,693170152;0,033325793
HRS;49,3917967;0,523757743;0,266275503
HSIC;56,83228166;0,191097821;0,012342065
HST;7,763459514;0,265494085;0,208695139
HSY;96,29060137;0,683265762;0,49243034
HUM;16,27065899;0,542704625;0,970681682
IBM;47,56400751;0,328416639;0,13357243
ICE;97,39281868;0,519209604;0,306838412
IDXX;15,64978834;0,322240807;0,343261559
IFF;95,62168683;0,532285367;0,107111819
ILMN;8,737650102;0,323662861;0,179403914
INCY;46,04784299;0,264361867;0,726017192
INFO;47,60500304;0,091966387;0,599413292
INTC;29,13013482;0,237684167;0,774911224
INTU;30,56780698;0,257521297;0,842211552
IPG;96,54647764;0,520937352;0,783418215
IP;85,84236894;0,827778902;0,2840655
IQV;18,33682389;0,192129708;0,967285943
IRM;97,23824012;0,099091016;0,460538871
IR;66,08136237;0,235320178;0,193006558
ISRG;12,16818424;0,210090674;0,150146076
ITW;44,16800008;0,748514444;0,407590461
IT;6,852110506;0,662008115;0,515581437
IVZ;78,45857068;0,350237451;0,34190907
JBHT;0,695482583;0,703678563;0,776104362
JCI;87,04248594;0,382034;0,379725595
JEC;10,35343281;0,387355372;0,557376853
JNJ;53,64861234;0,220152801;0,390393634
JNPR;99,86724206;0,733407522;0,129111353
JPM;6,626657243;0,388646035;0,895804851
JWN;4,606259216;0,677425837;0,259526805
KEY;93,62381068;0,406981388;0,255374467
KHC;37,7723306;0,163941639;0,461239532
KIM;1,893384923;0,407943602;0,062503845
KLAC;5,849105155;0,477089308;0,260131663
KMB;89,47347798;0,002786939;0,69298891
KMI;38,02063339;0,760544514;0,971426534
KMX;35,99012418;0,106631771;0,697276115
KORS;48,67444608;0,685783001;0,075333941
KO;11,08775799;0,757766614;0,317723273
KR;13,39216653;0,685263229;0,076393157
KSS;41,72451118;0,070476531;0,690138846
KSU;94,09541889;0,614235508;0,941175706
K;44,28069812;0,988974485;0,416820588
LB;94,19191209;0,276575821;0,449705023
LEG;9,822335641;0,455634622;0,31650968
LEN;6,640362898;0,580904488;0,266460195
LH;70,11291576;0,932017705;0,016865301
LKQ;47,07978346;0,436981131;0,702346011
LLL;15,49539893;0,062586304;0,155112389
LLY;74,85636115;0,248684659;0,415540024
LMT;40,06940168;0,724595333;0,745560583
LNC;67,67946059;0,343931139;0,19329196
LNT;40,47704702;0,592909122;0,078839258
LOW;6,796295733;0,663384101;0,454259582
LRCX;13,72683876;0,820402449;0,589778445
LUK;55,72832836;0,86885436;0,27450179
LUV;40,6120202;0,138135615;0,954432427
LYB;50,53759902;0,490079855;0,865529205
L;36,37210457;0,551318615;0,799419256
MAA;77,8878315;0,447153087;0,477428264
MAC;95,30052931;0,053247318;0,69814938
MAR;71,45421389;0,912722106;0,569604336
MAS;63,64730428;0,374138112;0,622230307
MAT;37,13269002;0,340165169;0,30678627
MA;38,42917123;0,679290083;0,647013352
MCD;98,7680025;0,983790321;0,043642745
MCHP;58,57779935;0,798666302;0,580126403
MCK;41,78010759;0,412657459;0,410264141
MCO;64,99940224;0,001120016;0,316618741
MDLZ;39,90954851;0,959555915;0,404661779
MDT;72,80106813;0,327752909;0,015355631
MET;98,15970589;0,152002643;0,85943306
MGM;50,45809515;0,652079057;0,368537007
MHK;66,52900534;0,370127459;0,939611963
MKC;20,71941157;0,329527582;0,149883337
MLM;70,94613058;0,34445238;0,210500168
MMC;31,65357237;0,87105744;0,755590463
MMM;27,90735442;0,229105503;0,485296861
MNST;53,00395096;0,265174625;0,208176741
MON;12,55313241;0,598160833;0,421896079
MOS;19,74605566;0,151691433;0,890938822
MO;8,930772499;0,088402432;0,826045665
MPC;39,09909794;0,133811733;0,130864282
MRK;42,82743575;0,088575295;0,951485841
MRO;50,30070941;0,023115354;0,218406793
MSFT;11,33294923;0,663617339;0,412938544
MSI;10,16010387;0,677715738;0,31091639
MS;29,23438956;0,499814366;0,137773059
MTB;65,40883329;0,620951642;0,187995384
MTD;29,21400239;0,417422564;0,216479852
MU;77,68610619;0,275858515;0,711372887
MYL;53,96243827;0,100208387;0,318984861
M;86,96834206;0,808635861;0,750139892
NAVI;92,36160391;0,610764529;0,872383242
NBL;20,07400327;0,595494209;0,738741999
NCLH;82,84711841;0,473487471;0,096461472
NDAQ;77,80397204;0,622157776;0,396987253
NEE;44,70648584;0,636650662;0,657487317
NEM;72,19298473;0,087660176;0,930187148
NFLX;55,7128595;0,993306186;0,625210771
NFX;44,97288944;0,247203957;0,360112541
NI;42,75342755;0,377101659;0,19966291
NKE;98,90592324;0,951759535;0,618424668
NLSN;97,25764616;0,520776531;0,505564781
NOC;23,30443862;0,069856813;0,227400711
NOV;23,8780407;0,324068617;0,208605407
NRG;82,9801315;0,052226187;0,739125701
NSC;47,68814387;0,904197048;0,319491115
NTAP;33,51733343;0,648879037;0,814586382
NTRS;48,85212654;0,504332711;0,065958571
NUE;97,14736844;0,467244702;0,233695282
NVDA;62,57034471;0,224874797;0,242800601
NWL;73,81751375;0,945705599;0,502408658
NWSA;2,322600581;0,113211685;0,121022283
NWS;23,39633458;0,916793509;0,41324895
OKE;93,51287234;0,046585315;0,923067006
OMC;41,25748265;0,620655405;0,206757941
ORCL;35,27356824;0,279754121;0,537177428
ORLY;38,99245598;0,969772996;0,224106613
OXY;31,160965;0,588833273;0,226742027
O;36,58136972;0,958577384;0,163877845
PAYX;17,17860291;0,317717788;0,570212407
PBCT;10,67659012;0,13293601;0,837175395
PCAR;85,46811731;0,691100951;0,532009839
PCG;47,73390581;0,569976253;0,640419449
PCLN;16,6055142;0,362831393;0,587334999
PDCO;89,2621143;0,105644771;0,487333041
PEG;43,12376217;0,791743629;0,089569375
PEP;51,67223146;0,208353274;0,728629628
PFE;54,62510761;0,660365492;0,779953841
PFG;51,51617604;0,511725525;0,479637594
PGR;86,91236189;0,55687894;0,55404055
PG;19,26128443;0,364950091;0,544155096
PHM;87,52637813;0,710658746;0,068625969
PH;47,75810413;0,538979306;0,818770757
PKG;44,6631441;0,167268995;0,5324522
PKI;3,302374951;0,047099317;0,754577903
PLD;88,21972853;0,25621821;0,662032088
PM;5,953869314;0,100583804;0,473061914
PNC;52,98495195;0,797557252;0,596581149
PNR;86,46192853;0,252550502;0,541580865
PNW;89,53981833;0,75186746;0,871792307
PPG;59,88917694;0,283765068;0,40130246
PPL;7,728928357;0,309470946;0,633885352
PRGO;36,07407299;0,028169559;0,81319413
PRU;19,43904116;0,984091512;0,324393429
PSA;51,18674076;0,827857193;0,764963531
PSX;74,74858338;0,898641079;0,790805997
PVH;60,65605464;0,567842428;0,91343035
PWR;54,56894297;0,237722797;0,427769039
PXD;38,15562723;0,949469077;0,841126292
PX;83,14874458;0,562545051;0,158649931
PYPL;46,797231;0,53947484;0,165836108
QCOM;0,965166538;0,549993339;0,021169956
QRVO;54,14593977;0,590006745;0,112566545
RCL;99,33311673;0,310533933;0,438986205
REGN;17,19412915;0,086536441;0,176361617
REG;23,22425641;0,419270896;0,972421878
RE;41,03981379;0,327555882;0,76810202
RF;50,75353858;0,874444912;0,806587238
RHI;75,27589583;0,151710555;0,04476156
RHT;16,00130582;0,290521329;0,060573282
RJF;99,67425839;0,251138602;0,204804861
RL;30,53689878;0,163106815;0,59255974
RMD;84,8348768;0,358548187;0,121314423
ROK;57,26281124;0,375884168;0,361414552
ROP;5,279687228;0,443091447;0,111300975
ROST;83,87639379;0,482464622;0,654829998
RRC;10,44120244;0,386989495;0,951332596
RSG;71,37716776;0,435006943;0,923002398
RTN;55,90031789;0,663105475;0,283124093
SBAC;28,34469961;0,80090003;0,704373169
SBUX;72,9295988;0,90655817;0,71665243
SCG;12,09891008;0,658577321;0,228325468
SCHW;56,18936822;0,79961837;0,810779677
SEE;49,89190754;0,92766279;0,445948445
SHW;34,26405609;0,840879074;0,746641328
SIG;55,68188971;0,834209753;0,889361994
SJM;22,23958083;0,363986049;0,577491067
SLB;10,40578694;0,313591641;0,007307141
SLG;6,842967583;0,062506417;0,355566463
SNA;97,44618032;0,697704885;0,892423819
SNI;24,58689595;0,902756255;0,547796238
SNPS;71,06021426;0,239130395;0,761190075
SO;35,98656187;0,09367543;0,731453175
SPGI;13,63012164;0,398793155;0,614233506
SPG;61,69662263;0,721724557;0,497462866
SRCL;63,14425057;0,975267313;0,393377143
SRE;34,03507797;0,036550193;0,508269487
STI;83,04068472;0,281530451;0,078091387
STT;95,93802994;0,175910533;0,844266316
STX;44,22090453;0,77070172;0,326950494
STZ;68,74717548;0,513617547;0,993019969
SWKS;11,61265574;0,833487226;0,908009208
SWK;85,38153021;0,847521771;0,534372241
SYF;9,293334508;0,052392216;0,439999731
SYK;57,44885868;0,803719714;0,902341516
SYMC;50,39948689;0,77269936;0,537605283
SYY;71,13600699;0,017760509;0,697208226
TAP;49,9988924;0,23384;0,751096071
TDG;47,49971244;0,167258635;0,797723289
TEL;98,25448294;0,994441304;0,667666692
TGT;82,92065812;0,154979784;0,130621601
TIF;89,27479437;0,057673417;0,918315317
TJX;56,3510902;0,029764039;0,721284079
TMK;40,75398729;0,892512242;0,569546679
TMO;81,54929916;0,052300969;0,358413186
TPR;25,36712645;0,294799363;0,339224505
TRIP;5,933690511;0,710373753;0,118902446
TROW;22,6015615;0,131106074;0,526947055
TRV;68,3698974;0,268449701;0,376050606
TSCO;98,89763051;0,117841877;0,23615826
TSN;41,26359214;0,97070578;0,576748173
TSS;30,1017221;0,764007752;0,098326725
TWX;32,64971491;0,980915103;0,333570329
TXN;62,03058403;0,436148577;0,481310677
TXT;81,93926655;0,976466272;0,741338913
T;75,4833911;0,981131362;0,481364899
UAA;40,29675905;0,129480611;0,301346803
UAL;57,9850954;0,443489414;0,490471282
UA;37,21971931;0,685030252;0,610593755
UDR;78,36684979;0,163278934;0,851024072
UHS;32,55774682;0,878579313;0,185747012
ULTA;82,67821775;0,0544249;0,315046087
UNH;87,32111993;0,507383405;0,669323885
UNM;93,52842713;0,379903124;0,49342364
UNP;25,38074792;0,191636557;0,62154852
UPS;18,63203512;0,27528372;0,002884315
URI;81,59878666;0,94176226;0,765406438
USB;28,51930984;0,476374823;0,718088518
UTX;58,7369544;0,126018832;0,298196326
VAR;17,38848419;0,515234299;0,954854403
VFC;53,03978977;0,853841451;0,551657808
VIAB;92,07714147;0,517252583;0,122092262
VLO;39,00944614;0,765650831;0,729379466
VMC;91,22292059;0,161404317;0,23001561
VNO;28,22978334;0,171453088;0,622217157
VRSK;80,22292166;0,700571069;0,774924291
VRSN;8,603571514;0,440134418;0,094388069
VRTX;51,67323278;0,540186012;0,001989976
VTR;51,05749113;0,681179527;0,627493779
VZ;55,63689385;0,602746756;0,74417749
V;1,939517744;0,223684937;0,310838157
WAT;98,36911258;0,055514462;0,115349587
WBA;4,416727468;0,72610833;0,877381188
WDC;19,40873039;0,82391456;0,947115323
WEC;18,56846244;0,976778399;0,143509348
WFC;2,169166696;0,484918572;0,154004752
WHR;93,87668449;0,02376675;0,990545512
WLTW;56,73132058;0,748062022;0,775949957
WMB;65,26965965;0,609176003;0,873698192
WMT;31,7718143;0,226203725;0,015013461
WM;9,081081131;0,074785522;0,918603832
WRK;27,72605441;0,981856372;0,960742332
WU;17,06402599;0,089723355;0,602945035
WYNN;26,35273576;0,807754325;0,633956872
WYN;17,90250104;0,65612851;0,225640439
WY;98,61922282;0,960402173;0,190181376
XEC;81,58698145;0,103546678;0,169207494
XEL;95,31463945;0,043673533;0,188160846
XLNX;78,71882483;0,57204622;0,887687667
XL;66,90363535;0,171338348;0,244231498
XOM;70,91247985;0,057974095;0,910463764
XRAY;63,69554581;0,003767441;0,71502656
XRX;28,4381863;0,2207854;0,747840865
XYL;67,29116564;0,911243433;0,782525475
YUM;8,848344512;0,995154305;0,997605349
ZBH;67,73599115;0,808626822;0,945789503
ZION;85,76360113;0,59991321;0,360756035
ZTS;31,02567532;0,507987178;0,727178843
